Site,Lat.South,Long.East,Alt.AHD,Date,PM10.24h.mcrg.m3,CO.24h.ppm,SO2.24h.pphm,NO.24h.pphm,NO2.24h.pphm,OZONE.24h.pphm.1
MUSWELLBROOK,-32.27159,150.88593,145,324,,,0,0.1,0.3,
NEWCASTLE,-32.93118,151.75963,5,324,,0.2,0,0.1,-0.1,2.3
OAKDALE,-34.05171,150.49819,457,324,,,,0,0.1,2.1
PENRITH,-33.7269,150.7038,27,324,,0.1,0.1,0.3,0.2,1.6
PORT MACQUARIE,-31.44776,152.87653,73,324,,,0,0.2,0.4,0.8
RANDWICK,-33.93178,151.2428,28,324,19.1,,0,0,-0.2,2.3
RICHMOND,-33.61644,150.74735,21,324,,,0,0.1,0.1,1.8
ROUSE HILL,-33.68276,150.90371,73,324,,0.2,0,0.4,0.5,1.7
ROZELLE,-33.86435,151.16393,22,324,20.9,0.1,0,0.2,0.4,1.7
SINGLETON,-32.55748,151.17688,42,324,,,0,,,
ST MARYS,-33.79516,150.7668,29,324,,,,0.1,0.3,1.6
STOCKTON,-32.90197,151.78427,5,324,,,0,0,0.1,
WALLSEND,-32.89439,151.67021,8,324,,,0,0.1,0.3,1.9
WOLLONGONG,-34.41706,150.88733,15,324,,0.1,0,0.1,0.2,1.5
WYONG,-33.27897,151.43241,3,324,,0.1,0,0.1,0.1,1.6
BARGO,-34.3063,150.5806,365,325,,,,,,
BERESFIELD,-32.79679,151.66102,14,325,,,0,0.1,0.1,1.9
BRADFIELD HIGHWAY,-33.84343,151.21142,36,325,,0.3,0.1,5.5,1.9,0.8
BRINGELLY,-33.91765,150.76193,53,325,20.3,,0,0.2,0.5,1.4
CAMDEN,-34.0417,150.69014,73,325,,0.1,,0.1,0.5,1.6
CAMPBELLTOWN WEST,-34.06667,150.79554,112,325,,,,,,
CARRINGTON,-32.90972,151.7633,5,325,,,0.1,0.2,0.5,
CHULLORA,-33.89157,151.04606,32,325,,0,0,1.4,0.8,1.3
COFFS HARBOUR,-30.29831,153.11808,21,325,,0.1,,0.2,0.4,1.6
COOK AND PHILLIP,-33.87247,151.21334,26,325,,0.3,0,0.7,1,0.9
EARLWOOD,-33.91618,151.13579,7,325,,,,0.5,0.6,1.5
GOULBURN,-34.73451,149.72421,702,325,,,,0.2,0.4,2
GUNNEDAH,-30.98188,150.26067,272,325,,,,0,0,2.2
KEMBLA GRANGE,-34.47442,150.81916,5,325,,,,0.2,0.2,1.5
LIDCOMBE,-33.88141,151.04678,39,325,,0.2,0,0.4,0.5,1.5
LIVERPOOL,-33.9313,150.9073,22,325,21.1,0,0,0.7,1,1.4
MACQUARIE PARK,-33.76528,151.11777,49,325,,0.3,0,0.1,0.1,1.5
MAYFIELD,-32.88506,151.72835,5,325,,,0,0.1,0.1,
MERRIWA,-32.12578,150.4593,406,325,,0,,0.1,0.6,
MUSWELLBROOK,-32.27159,150.88593,145,325,,,0.6,0.5,0.5,
NEWCASTLE,-32.93118,151.75963,5,325,,0.2,0,0.2,0.1,1.9
OAKDALE,-34.05171,150.49819,457,325,,,,0,0.2,1.9
PENRITH,-33.7269,150.7038,27,325,,0.1,0.1,0.1,0.3,1.4
PORT MACQUARIE,-31.44776,152.87653,73,325,,-0.2,0,0.2,0.5,1.1
RANDWICK,-33.93178,151.2428,28,325,18.1,,0.1,0,0,2.2
RICHMOND,-33.61644,150.74735,21,325,,,0.1,0.1,0.1,1.2
ROUSE HILL,-33.68276,150.90371,73,325,,0.2,0,0.6,0.5,1.6
ROZELLE,-33.86435,151.16393,22,325,15.9,0.2,0,0.7,0.6,1.5
SINGLETON,-32.55748,151.17688,42,325,,,0,,,
ST MARYS,-33.79516,150.7668,29,325,,,,0.2,0.5,1.2
STOCKTON,-32.90197,151.78427,5,325,,,0,0.1,0,
WALLSEND,-32.89439,151.67021,8,325,,,0,0,0.4,1.7
WOLLONGONG,-34.41706,150.88733,15,325,,0.1,0,0.1,0.2,1.6
WYONG,-33.27897,151.43241,3,325,,0.1,0.1,0.4,0.3,1.6
BARGO,-34.3063,150.5806,365,326,,,0,0.1,0.5,1.5
BERESFIELD,-32.79679,151.66102,14,326,,,0,0.1,0.2,1.6
BRADFIELD HIGHWAY,-33.84343,151.21142,36,326,,0.3,0.2,4.8,2.1,0.7
BRINGELLY,-33.91765,150.76193,53,326,16.7,,0.1,0.3,0.6,1.1
CAMDEN,-34.0417,150.69014,73,326,,0.2,,0.4,0.8,1.1
CAMPBELLTOWN WEST,-34.06667,150.79554,112,326,,0.2,0.1,1,1.2,1
CARRINGTON,-32.90972,151.7633,5,326,,,0,0.4,0.7,
CHULLORA,-33.89157,151.04606,32,326,,0,0.2,0.9,1,1
COFFS HARBOUR,-30.29831,153.11808,21,326,,0.1,,0.2,0.2,1.3
COOK AND PHILLIP,-33.87247,151.21334,26,326,,0.3,0.2,0.6,1.2,0.8
EARLWOOD,-33.91618,151.13579,7,326,,,,0.4,1,1.4
GOULBURN,-34.73451,149.72421,702,326,,,,0.2,0.5,2
GUNNEDAH,-30.98188,150.26067,272,326,,,,0,0,2.4
KEMBLA GRANGE,-34.47442,150.81916,5,326,,,,0.6,0.5,1.2
LIDCOMBE,-33.88141,151.04678,39,326,,0.2,0.2,0.5,1,1.2
LIVERPOOL,-33.9313,150.9073,22,326,16,0.1,0.2,1,1.4,0.9
MACQUARIE PARK,-33.76528,151.11777,49,326,,0.3,0.3,0.2,0.5,
MAYFIELD,-32.88506,151.72835,5,326,,,0,0.2,0.4,
MERRIWA,-32.12578,150.4593,406,326,,0,0,0,0.2,1.8
MUSWELLBROOK,-32.27159,150.88593,145,326,,,0,0.5,0.8,
NEWCASTLE,-32.93118,151.75963,5,326,,0.2,0.1,0.2,0.4,1.5
OAKDALE,-34.05171,150.49819,457,326,,,,0,0.2,1.8
PENRITH,-33.7269,150.7038,27,326,,0.2,0.1,0.2,0.2,1.3
PORT MACQUARIE,-31.44776,152.87653,73,326,,-0.1,0,0,0.2,1.3
RANDWICK,-33.93178,151.2428,28,326,18.9,,0.2,0.1,0.3,2.1
RICHMOND,-33.61644,150.74735,21,326,,,0.1,0.1,0.2,1.4
ROUSE HILL,-33.68276,150.90371,73,326,,0.3,0.1,0.1,0.6,1.3
ROZELLE,-33.86435,151.16393,22,326,16.5,0.3,0.2,0.3,0.7,1.5
SINGLETON,-32.55748,151.17688,42,326,,,0.1,0.3,0.3,
ST MARYS,-33.79516,150.7668,29,326,,,,0.2,0.4,1
STOCKTON,-32.90197,151.78427,5,326,,,0,0.1,0.2,
WALLSEND,-32.89439,151.67021,8,326,,,0.2,0.1,0.5,1.5
WOLLONGONG,-34.41706,150.88733,15,326,,0.2,0.1,0.3,0.6,1.2
WYONG,-33.27897,151.43241,3,326,,0.2,0.5,0.5,0.6,1.1
BARGO,-34.3063,150.5806,365,327,,,0,0.1,0.3,2.2
BERESFIELD,-32.79679,151.66102,14,327,,,0.1,0.8,0.2,1.7
BRADFIELD HIGHWAY,-33.84343,151.21142,36,327,,0.3,0.2,3.1,1.9,0.8
BRINGELLY,-33.91765,150.76193,53,327,16.3,,0.1,0.2,0.4,1.9
CAMDEN,-34.0417,150.69014,73,327,,0.2,,0.1,0.5,2
CAMPBELLTOWN WEST,-34.06667,150.79554,112,327,,0.2,0.1,1.2,0.8,1.9
CARRINGTON,-32.90972,151.7633,5,327,,,0.3,0.8,0.3,
CHULLORA,-33.89157,151.04606,32,327,,0.1,0.2,1.1,0.8,1.8
COFFS HARBOUR,-30.29831,153.11808,21,327,,0.1,,0,0.1,1.9
COOK AND PHILLIP,-33.87247,151.21334,26,327,,0.4,0.2,0.6,1.2,1
EARLWOOD,-33.91618,151.13579,7,327,,,,0.6,0.8,1.7
GOULBURN,-34.73451,149.72421,702,327,,,,0.1,0.4,2.1
GUNNEDAH,-30.98188,150.26067,272,327,,,,0,0.1,2.4
KEMBLA GRANGE,-34.47442,150.81916,5,327,,,,0.1,0.4,2.3
LIDCOMBE,-33.88141,151.04678,39,327,,0.2,0.2,0.4,0.8,1.9
LIVERPOOL,-33.9313,150.9073,22,327,16.4,0.1,0.2,1.1,0.9,1.9
MACQUARIE PARK,-33.76528,151.11777,49,327,,0.3,0.2,0.1,0.2,1.8
MAYFIELD,-32.88506,151.72835,5,327,,,0.1,0.6,0.5,
MERRIWA,-32.12578,150.4593,406,327,,0,0,0,0.1,2.5
MUSWELLBROOK,-32.27159,150.88593,145,327,,,0.1,1.2,0.6,
NEWCASTLE,-32.93118,151.75963,5,327,,0.3,0.3,0.5,0.5,1.2
OAKDALE,-34.05171,150.49819,457,327,,,,0,0.1,2.4
PENRITH,-33.7269,150.7038,27,327,,0.1,0,0.3,0.2,1.8
PORT MACQUARIE,-31.44776,152.87653,73,327,,-0.1,0,0,0.1,1.3
RANDWICK,-33.93178,151.2428,28,327,17.9,,0.4,0.1,0.4,2
RICHMOND,-33.61644,150.74735,21,327,,,0,0.1,0,1.8
ROUSE HILL,-33.68276,150.90371,73,327,,0.3,0.1,0.1,0.3,2.1
ROZELLE,-33.86435,151.16393,22,327,14.8,0.3,0.3,0.2,0.6,1.9
SINGLETON,-32.55748,151.17688,42,327,,,0.2,1,0.5,
ST MARYS,-33.79516,150.7668,29,327,,,,0.1,0.3,1.7
STOCKTON,-32.90197,151.78427,5,327,,,0.2,0.5,0.3,
WALLSEND,-32.89439,151.67021,8,327,,,0.1,0.3,0.3,1.6
WOLLONGONG,-34.41706,150.88733,15,327,,0.2,0.2,0.2,0.4,2.2
WYONG,-33.27897,151.43241,3,327,,0.2,0.2,0.1,0.2,1.6
BARGO,-34.3063,150.5806,365,328,,,-0.1,0,-0.1,1.9
BERESFIELD,-32.79679,151.66102,14,328,,,0.1,0.2,0.3,1.4
BRADFIELD HIGHWAY,-33.84343,151.21142,36,328,,0.1,0,1.4,1,1.1
BRINGELLY,-33.91765,150.76193,53,328,2.8,,0,0,-0.1,1.6
CAMDEN,-34.0417,150.69014,73,328,,0.1,,0,0.2,1.5
CAMPBELLTOWN WEST,-34.06667,150.79554,112,328,,0.1,0,0,0.1,1.5
CARRINGTON,-32.90972,151.7633,5,328,,,0.1,,,
CHULLORA,-33.89157,151.04606,32,328,,0.1,0,0.1,0.3,1.5
COFFS HARBOUR,-30.29831,153.11808,21,328,,0.1,,0,0,1.9
COOK AND PHILLIP,-33.87247,151.21334,26,328,,0.3,0,0.2,0.7,0.9
EARLWOOD,-33.91618,151.13579,7,328,,,,0,0.3,1.6
GOULBURN,-34.73451,149.72421,702,328,,,,0.1,0.1,1.8
GUNNEDAH,-30.98188,150.26067,272,328,,,,0,0.1,1.8
KEMBLA GRANGE,-34.47442,150.81916,5,328,,,,0,-0.2,1.9
LIDCOMBE,-33.88141,151.04678,39,328,,0,0,0,0.3,1.5
LIVERPOOL,-33.9313,150.9073,22,328,8.3,0,0,0,0.4,1.4
MACQUARIE PARK,-33.76528,151.11777,49,328,,0.3,0,0,0.2,
MAYFIELD,-32.88506,151.72835,5,328,,,0,0.1,0.2,
MERRIWA,-32.12578,150.4593,406,328,,0,0,0,0.1,2.1
MUSWELLBROOK,-32.27159,150.88593,145,328,,,0.3,0.9,0.7,
NEWCASTLE,-32.93118,151.75963,5,328,,0.2,0.1,0,0.2,1.6
OAKDALE,-34.05171,150.49819,457,328,,,,0,0,1.8
PENRITH,-33.7269,150.7038,27,328,,0.1,0.1,0.2,0,1.4
PORT MACQUARIE,-31.44776,152.87653,73,328,,-0.1,0.1,0,0.1,1.4
RANDWICK,-33.93178,151.2428,28,328,15,,0,0,0,2.1
RICHMOND,-33.61644,150.74735,21,328,,,0,0,-0.1,1.5
ROUSE HILL,-33.68276,150.90371,73,328,,0.2,0,0,0.2,
ROZELLE,-33.86435,151.16393,22,328,10.1,0.2,0,0,0.2,1.7
SINGLETON,-32.55748,151.17688,42,328,,,0,0.2,0.1,
ST MARYS,-33.79516,150.7668,29,328,,,,0,-0.1,1.5
STOCKTON,-32.90197,151.78427,5,328,,,0,0.1,0.4,
WALLSEND,-32.89439,151.67021,8,328,,,-0.1,0,0.3,1.4
WOLLONGONG,-34.41706,150.88733,15,328,,0.1,0.1,0,0.1,1.7
WYONG,-33.27897,151.43241,3,328,,0.1,0,0,0.1,1.4
BARGO,-34.3063,150.5806,365,329,,,0,0,0.3,1.7
BERESFIELD,-32.79679,151.66102,14,329,,,0.2,0.6,0.6,1
BRADFIELD HIGHWAY,-33.84343,151.21142,36,329,,0.2,0.1,5.4,2,0.5
BRINGELLY,-33.91765,150.76193,53,329,10.6,,0,0,0.2,1.8
CAMDEN,-34.0417,150.69014,73,329,,0.1,,0,0.2,1.8
CAMPBELLTOWN WEST,-34.06667,150.79554,112,329,,0.1,0,0.6,0.7,1.2
CARRINGTON,-32.90972,151.7633,5,329,,,0.1,0.2,0.4,
CHULLORA,-33.89157,151.04606,32,329,,0,-0.1,0.5,0.6,1.3
COFFS HARBOUR,-30.29831,153.11808,21,329,,,,0.1,0.2,1.4
COOK AND PHILLIP,-33.87247,151.21334,26,329,,0.2,0,0.9,1.1,0.8
EARLWOOD,-33.91618,151.13579,7,329,,,,0.2,0.5,1.3
GOULBURN,-34.73451,149.72421,702,329,,,,0.3,0.3,1.3
GUNNEDAH,-30.98188,150.26067,272,329,,,,0.1,0.1,1.6
KEMBLA GRANGE,-34.47442,150.81916,5,329,,,,0.1,0.2,1.4
LIDCOMBE,-33.88141,151.04678,39,329,,0,0,0.3,0.7,1.3
LIVERPOOL,-33.9313,150.9073,22,329,15.6,0,0,0.2,0.8,1.3
MACQUARIE PARK,-33.76528,151.11777,49,329,,0.2,0,0.2,0.5,
MAYFIELD,-32.88506,151.72835,5,329,,,0.1,0.5,0.4,
MERRIWA,-32.12578,150.4593,406,329,,0,0.6,0.1,0.7,1.3
MUSWELLBROOK,-32.27159,150.88593,145,329,,,0.3,0.2,0.2,
NEWCASTLE,-32.93118,151.75963,5,329,,0.1,0.1,0.1,0.1,1.5
OAKDALE,-34.05171,150.49819,457,329,,,,0,0.1,1.7
PENRITH,-33.7269,150.7038,27,329,,0.1,0.1,0.4,0.5,1.6
PORT MACQUARIE,-31.44776,152.87653,73,329,,-0.2,0,0.1,0.2,1.5
RANDWICK,-33.93178,151.2428,28,329,15.6,,,,,
RICHMOND,-33.61644,150.74735,21,329,,,0,0,0.1,2
ROUSE HILL,-33.68276,150.90371,73,329,,0.2,0,0.1,0.6,
ROZELLE,-33.86435,151.16393,22,329,14.2,0.1,0,0.3,0.6,1.2
SINGLETON,-32.55748,151.17688,42,329,,,0.1,,,
ST MARYS,-33.79516,150.7668,29,329,,,,0,0.2,1.7
STOCKTON,-32.90197,151.78427,5,329,,,0.1,0.2,0.4,
WALLSEND,-32.89439,151.67021,8,329,,,1.4,0.2,0.5,1.2
WOLLONGONG,-34.41706,150.88733,15,329,,0.1,0,0.2,0.4,1.5
WYONG,-33.27897,151.43241,3,329,,0.1,0,0.1,0.2,1.5
BARGO,-34.3063,150.5806,365,330,,,0,0.1,0.4,1.3
BERESFIELD,-32.79679,151.66102,14,330,,,0.1,1.3,0.6,0.3
BRADFIELD HIGHWAY,-33.84343,151.21142,36,330,,0.3,0.1,6.6,2.1,0.4
BRINGELLY,-33.91765,150.76193,53,330,16.5,,0.1,0.1,0.3,1.1
CAMDEN,-34.0417,150.69014,73,330,,0.1,,0.3,0.5,0.9
CAMPBELLTOWN WEST,-34.06667,150.79554,112,330,,0.1,0,0.3,0.6,0.9
CARRINGTON,-32.90972,151.7633,5,330,,,0.1,0.3,0.5,
CHULLORA,-33.89157,151.04606,32,330,,0,0.1,0.9,1,0.7
COFFS HARBOUR,-30.29831,153.11808,21,330,,0.1,,0.2,0.3,1.3
COOK AND PHILLIP,-33.87247,151.21334,26,330,,0.3,0,1.4,1.2,0.5
EARLWOOD,-33.91618,151.13579,7,330,,,,0.6,0.9,0.9
GOULBURN,-34.73451,149.72421,702,330,,,,0.3,0.4,1.3
GUNNEDAH,-30.98188,150.26067,272,330,,,,0.1,0.1,
KEMBLA GRANGE,-34.47442,150.81916,5,330,,,,0,0.2,1.1
LIDCOMBE,-33.88141,151.04678,39,330,,-0.1,0,0.6,1,0.8
LIVERPOOL,-33.9313,150.9073,22,330,13.5,0,0,0.5,1,0.7
MACQUARIE PARK,-33.76528,151.11777,49,330,,0.3,0,0.4,0.6,0.8
MAYFIELD,-32.88506,151.72835,5,330,,,0,0.6,0.7,
MERRIWA,-32.12578,150.4593,406,330,,0,0.5,0.3,0.9,0.9
MUSWELLBROOK,-32.27159,150.88593,145,330,,,0.4,1.3,0.8,
NEWCASTLE,-32.93118,151.75963,5,330,,0.2,0,0.1,0.1,1.5
OAKDALE,-34.05171,150.49819,457,330,,,,0,0.1,1.5
PENRITH,-33.7269,150.7038,27,330,,0.2,0.1,0.6,0.7,0.7
PORT MACQUARIE,-31.44776,152.87653,73,330,,,0,0.1,0.3,1
RANDWICK,-33.93178,151.2428,28,330,16.1,,,,,
RICHMOND,-33.61644,150.74735,21,330,,,0,0.1,0.3,1
ROUSE HILL,-33.68276,150.90371,73,330,,0.3,0,0.5,1,
ROZELLE,-33.86435,151.16393,22,330,14.2,0.2,0,0.5,0.9,0.9
SINGLETON,-32.55748,151.17688,42,330,,,0.1,0.4,0.2,
ST MARYS,-33.79516,150.7668,29,330,,,,0.1,0.2,1
STOCKTON,-32.90197,151.78427,5,330,,,0,0.3,0.4,
WALLSEND,-32.89439,151.67021,8,330,,,,0.2,0.5,1
WOLLONGONG,-34.41706,150.88733,15,330,,0.1,0.1,0.2,0.5,1.2
WYONG,-33.27897,151.43241,3,330,,0.1,0,0.3,0.3,1
BARGO,-34.3063,150.5806,365,331,,,0,0,0.2,1.6
BERESFIELD,-32.79679,151.66102,14,331,,,0.3,0.1,0.2,1.5
BRADFIELD HIGHWAY,-33.84343,151.21142,36,331,,0.3,0.1,6.6,2.3,0.7
BRINGELLY,-33.91765,150.76193,53,331,11.8,,0,0,0.3,1.4
CAMDEN,-34.0417,150.69014,73,331,,0.1,,0,0.2,1.3
CAMPBELLTOWN WEST,-34.06667,150.79554,112,331,,0.1,0,0.1,0.2,1.5
CARRINGTON,-32.90972,151.7633,5,331,,,0,0.3,0.2,
CHULLORA,-33.89157,151.04606,32,331,,0.1,0,0.2,0.7,1.3
COFFS HARBOUR,-30.29831,153.11808,21,331,,0.1,,0.1,0.2,1.5
COOK AND PHILLIP,-33.87247,151.21334,26,331,,0.3,0,0.4,0.7,1.2
EARLWOOD,-33.91618,151.13579,7,331,,,,0,0.6,1.6
GOULBURN,-34.73451,149.72421,702,331,,,,0.1,0.2,1.9
GUNNEDAH,-30.98188,150.26067,272,331,,,,,,
KEMBLA GRANGE,-34.47442,150.81916,5,331,,,,0.1,0.1,1.6
LIDCOMBE,-33.88141,151.04678,39,331,,-0.1,0,0.1,0.8,1.3
LIVERPOOL,-33.9313,150.9073,22,331,14.2,0,0,0.3,0.8,1.2
MACQUARIE PARK,-33.76528,151.11777,49,331,,0.3,0,0.1,0.1,1.5
MAYFIELD,-32.88506,151.72835,5,331,,,0.1,0.4,0.5,
MERRIWA,-32.12578,150.4593,406,331,,0.1,0.3,0,0.4,1.3
MUSWELLBROOK,-32.27159,150.88593,145,331,,,0.5,0.2,0.5,
NEWCASTLE,-32.93118,151.75963,5,331,,0.1,0,0,-0.1,2.1
OAKDALE,-34.05171,150.49819,457,331,,,,0,0.1,1.7
PENRITH,-33.7269,150.7038,27,331,,0.2,0.1,0.4,0.5,0.9
PORT MACQUARIE,-31.44776,152.87653,73,331,,-0.2,0,0.2,0.5,1.2
RANDWICK,-33.93178,151.2428,28,331,19.3,,,,,
RICHMOND,-33.61644,150.74735,21,331,,,0,0,0.2,1.3
ROUSE HILL,-33.68276,150.90371,73,331,,0.2,0,0.4,0.5,
ROZELLE,-33.86435,151.16393,22,331,16.7,0.2,0,0.2,0.6,1.6
SINGLETON,-32.55748,151.17688,42,331,,,0,0,0.1,
ST MARYS,-33.79516,150.7668,29,331,,,,0.1,0.3,1.2
STOCKTON,-32.90197,151.78427,5,331,,,0,0,0,
WALLSEND,-32.89439,151.67021,8,331,,,,0,0.2,1.7
WOLLONGONG,-34.41706,150.88733,15,331,,0.1,0,0,0,2
WYONG,-33.27897,151.43241,3,331,,0.1,0,0,0.1,2
BARGO,-34.3063,150.5806,365,332,,,0,0,0.2,1.7
BERESFIELD,-32.79679,151.66102,14,332,,,0.2,0.3,0.5,1.2
BRADFIELD HIGHWAY,-33.84343,151.21142,36,332,,0.3,0.1,6.1,2,0.6
BRINGELLY,-33.91765,150.76193,53,332,9.4,,0,0.1,0.4,1.3
CAMDEN,-34.0417,150.69014,73,332,,0.1,,0,0.4,1.3
CAMPBELLTOWN WEST,-34.06667,150.79554,112,332,,0.2,0,0.3,0.7,1
CARRINGTON,-32.90972,151.7633,5,332,,,0,0.1,0.3,
CHULLORA,-33.89157,151.04606,32,332,,0,0,0.6,1.1,0.8
COFFS HARBOUR,-30.29831,153.11808,21,332,,0.2,,0.7,0.6,1.4
COOK AND PHILLIP,-33.87247,151.21334,26,332,,0.3,0,0.6,0.9,0.9
EARLWOOD,-33.91618,151.13579,7,332,,,,0.2,0.8,1.2
GOULBURN,-34.73451,149.72421,702,332,,,,0.1,0.1,1.8
GUNNEDAH,-30.98188,150.26067,272,332,,,,,,
KEMBLA GRANGE,-34.47442,150.81916,5,332,,,,0,0.1,1.7
LIDCOMBE,-33.88141,151.04678,39,332,,0,0,0.5,1.3,0.7
LIVERPOOL,-33.9313,150.9073,22,332,10.8,0,0,0.5,1.2,0.7
MACQUARIE PARK,-33.76528,151.11777,49,332,,0.3,0,0,0.4,1.4
MAYFIELD,-32.88506,151.72835,5,332,,,0,0.3,0.5,
MERRIWA,-32.12578,150.4593,406,332,,0.1,0.2,0,0.3,1.3
MUSWELLBROOK,-32.27159,150.88593,145,332,,,0.8,0.3,0.6,
NEWCASTLE,-32.93118,151.75963,5,332,,0.2,0,0,0.1,1.7
OAKDALE,-34.05171,150.49819,457,332,,,,0.1,0.1,
PENRITH,-33.7269,150.7038,27,332,,0.1,0.1,0.8,0.9,0.6
PORT MACQUARIE,-31.44776,152.87653,73,332,,-0.2,0,0.1,0.3,0.8
RANDWICK,-33.93178,151.2428,28,332,19.2,,0,0,0.1,2.1
RICHMOND,-33.61644,150.74735,21,332,,,0,0.1,0.5,1
ROUSE HILL,-33.68276,150.90371,73,332,,0.2,0,0.3,1,0.7
ROZELLE,-33.86435,151.16393,22,332,15.7,0.2,0,0.2,0.9,1.2
SINGLETON,-32.55748,151.17688,42,332,,,0.1,0,-0.1,
ST MARYS,-33.79516,150.7668,29,332,,,,0.3,0.6,1
STOCKTON,-32.90197,151.78427,5,332,,,0,0,0.1,
WALLSEND,-32.89439,151.67021,8,332,,,0,0,0.4,1.5
WOLLONGONG,-34.41706,150.88733,15,332,,0.1,0,0,0,1.9
WYONG,-33.27897,151.43241,3,332,,0.1,0,0.1,0.3,1.6
BARGO,-34.3063,150.5806,365,333,,,0,0,0.3,1.8
BERESFIELD,-32.79679,151.66102,14,333,,,0.4,0.1,0.1,1.6
BRADFIELD HIGHWAY,-33.84343,151.21142,36,333,,0.2,0.1,5,2.1,0.7
BRINGELLY,-33.91765,150.76193,53,333,14.4,,0,0.1,0.3,1.5
CAMDEN,-34.0417,150.69014,73,333,,0.1,,0,0.2,1.6
CAMPBELLTOWN WEST,-34.06667,150.79554,112,333,,0.2,0,0.2,0.4,1.4
CARRINGTON,-32.90972,151.7633,5,333,,,0,0.3,0.2,
CHULLORA,-33.89157,151.04606,32,333,,0,0,0.5,0.7,1.2
COFFS HARBOUR,-30.29831,153.11808,21,333,,0.2,,0.1,0.1,1.7
COOK AND PHILLIP,-33.87247,151.21334,26,333,,0.3,0,0.3,0.6,1.3
EARLWOOD,-33.91618,151.13579,7,333,,,,-0.1,0.5,1.7
GOULBURN,-34.73451,149.72421,702,333,,,,0.1,0.2,1.9
GUNNEDAH,-30.98188,150.26067,272,333,,,,0.1,0,1.8
KEMBLA GRANGE,-34.47442,150.81916,5,333,,,,0,0.1,1.6
LIDCOMBE,-33.88141,151.04678,39,333,,0,0,0.4,0.9,1.2
LIVERPOOL,-33.9313,150.9073,22,333,16.7,0,0,0.9,0.8,1.2
MACQUARIE PARK,-33.76528,151.11777,49,333,,0.3,0,0,0.1,1.7
MAYFIELD,-32.88506,151.72835,5,333,,,0,0.2,0.3,
MERRIWA,-32.12578,150.4593,406,333,,0.1,0.2,0,0.3,1.3
MUSWELLBROOK,-32.27159,150.88593,145,333,,,0.7,0.2,0.5,
NEWCASTLE,-32.93118,151.75963,5,333,,0.2,0,,,1.9
OAKDALE,-34.05171,150.49819,457,333,,,,0.1,0,
PENRITH,-33.7269,150.7038,27,333,,0.1,0.1,0.6,0.7,0.9
PORT MACQUARIE,-31.44776,152.87653,73,333,,-0.1,0,0.1,0.2,1.5
RANDWICK,-33.93178,151.2428,28,333,24.8,,0,0,-0.1,2.3
RICHMOND,-33.61644,150.74735,21,333,,,0,0.1,0.3,1.3
ROUSE HILL,-33.68276,150.90371,73,333,,0.2,0,0.5,0.6,1.3
ROZELLE,-33.86435,151.16393,22,333,19.9,0.2,0,0.1,0.5,1.7
SINGLETON,-32.55748,151.17688,42,333,,,0,0,0,
ST MARYS,-33.79516,150.7668,29,333,,,,0.1,0.3,1.2
STOCKTON,-32.90197,151.78427,5,333,,,0,0,0,
WALLSEND,-32.89439,151.67021,8,333,,,0,0,0.2,1.8
WOLLONGONG,-34.41706,150.88733,15,333,,0.1,0,0,0,2
WYONG,-33.27897,151.43241,3,333,,0.1,0,0,0,2
BARGO,-34.3063,150.5806,365,334,,,0,0,0,2
BERESFIELD,-32.79679,151.66102,14,334,,,0.3,0,0.1,1.9
BRADFIELD HIGHWAY,-33.84343,151.21142,36,334,,0.2,0,2.4,1.2,1.1
BRINGELLY,-33.91765,150.76193,53,334,12.7,,0,0,0.2,1.8
CAMDEN,-34.0417,150.69014,73,334,,0.1,,0,0.2,1.6
CAMPBELLTOWN WEST,-34.06667,150.79554,112,334,,0.1,0,0,0.1,1.7
CARRINGTON,-32.90972,151.7633,5,334,,,0,0,-0.1,
CHULLORA,-33.89157,151.04606,32,334,,-0.1,0,0,0.1,1.7
COFFS HARBOUR,-30.29831,153.11808,21,334,,0.2,,0,0.1,1.6
COOK AND PHILLIP,-33.87247,151.21334,26,334,,0.2,0,0.2,0.3,1.3
EARLWOOD,-33.91618,151.13579,7,334,,,,-0.1,0.4,1.6
GOULBURN,-34.73451,149.72421,702,334,,,,0,0.1,1.8
GUNNEDAH,-30.98188,150.26067,272,334,,,,0,0.1,1.8
KEMBLA GRANGE,-34.47442,150.81916,5,334,,,,0,0.2,1.6
LIDCOMBE,-33.88141,151.04678,39,334,,0,0.2,0,0.2,1.8
LIVERPOOL,-33.9313,150.9073,22,334,14.5,0,0,0,0.3,1.7
MACQUARIE PARK,-33.76528,151.11777,49,334,,0.2,0,0,0,2
MAYFIELD,-32.88506,151.72835,5,334,,,0,0.1,0.2,
MERRIWA,-32.12578,150.4593,406,334,,0,0.3,0,0.3,1.5
MUSWELLBROOK,-32.27159,150.88593,145,334,,,0.7,0.1,0.4,
NEWCASTLE,-32.93118,151.75963,5,334,,0.2,0,0,-0.1,2.1
OAKDALE,-34.05171,150.49819,457,334,,,,0,0,1.9
PENRITH,-33.7269,150.7038,27,334,,0.1,0.1,0.3,0.3,1.4
PORT MACQUARIE,-31.44776,152.87653,73,334,,-0.1,0,0.1,0.2,1.6
RANDWICK,-33.93178,151.2428,28,334,30.6,,0.1,0,-0.1,2.2
RICHMOND,-33.61644,150.74735,21,334,,,0,0,0,1.7
ROUSE HILL,-33.68276,150.90371,73,334,,0.2,0,0,0.2,1.8
