Site,Lat.South,Long.East,Alt.AHD,Date,PM10.24h.mcrg.m3,CO.24h.ppm,SO2.24h.pphm,NO.24h.pphm,NO2.24h.pphm,OZONE.24h.pphm.1
BRINGELLY,-33.91765,150.76193,53,239,16.1,,0.1,0.1,0.1,1.1
CAMDEN,-34.0417,150.69014,73,239,,0.1,,0.1,0.3,1.1
CAMPBELLTOWN WEST,-34.06667,150.79554,112,239,,0.2,0,0.1,0.4,1.1
CARRINGTON,-32.90972,151.7633,5,239,,,0,0.3,0.2,
CHULLORA,-33.89157,151.04606,32,239,,0,0,0.3,0.5,0.8
COFFS HARBOUR,-30.29831,153.11808,21,239,,0.2,,0.1,0.2,1.3
COOK AND PHILLIP,-33.87247,151.21334,26,239,,0.2,0,0.4,0.6,1
EARLWOOD,-33.91618,151.13579,7,239,,,,0.1,0.5,1.1
GOULBURN,-34.73451,149.72421,702,239,,,,0.1,0.2,1.6
GUNNEDAH,-30.98188,150.26067,272,239,,,,0.1,0.2,1.9
KEMBLA GRANGE,-34.47442,150.81916,5,239,,,,0.1,0.2,1
LIDCOMBE,-33.88141,151.04678,39,239,,0.2,0,0.3,0.6,0.9
LIVERPOOL,-33.9313,150.9073,22,239,14.1,0,0,0.3,0.7,0.8
MACQUARIE PARK,-33.76528,151.11777,49,239,,0.3,0,0.1,0.1,1.1
MAYFIELD,-32.88506,151.72835,5,239,,,0.1,0.5,0.5,
MERRIWA,-32.12578,150.4593,406,239,,0,0.3,0.2,0.5,0.9
MUSWELLBROOK,-32.27159,150.88593,145,239,,,0.5,0.3,0.6,
NEWCASTLE,-32.93118,151.75963,5,239,,0.2,0,0.1,0,1.5
OAKDALE,-34.05171,150.49819,457,239,,,,0,0.1,1.5
PENRITH,-33.7269,150.7038,27,239,,0.1,0,0.4,0.3,0.9
PORT MACQUARIE,-31.44776,152.87653,73,239,,0,0,0.1,0.2,1.1
RANDWICK,-33.93178,151.2428,28,239,21.1,,0.1,0,-0.1,1.7
RICHMOND,-33.61644,150.74735,21,239,,,0,0.1,0.1,1
ROUSE HILL,-33.68276,150.90371,73,239,,0.2,0,0.2,0.4,1
ROZELLE,-33.86435,151.16393,22,239,18,0.2,0,0.2,0.4,1.2
SINGLETON,-32.55748,151.17688,42,239,,,0,0,0,
ST MARYS,-33.79516,150.7668,29,239,,,,,,
STOCKTON,-32.90197,151.78427,5,239,,,0,0.1,0.1,
WALLSEND,-32.89439,151.67021,8,239,,,0,0.1,0.3,1.2
WOLLONGONG,-34.41706,150.88733,15,239,,0.1,0,0.1,0.3,1.1
WYONG,-33.27897,151.43241,3,239,,0.1,0,0,-0.1,1.4
BARGO,-34.3063,150.5806,365,240,,,0.1,0,0.3,1.7
BERESFIELD,-32.79679,151.66102,14,240,,,,,,
BRADFIELD HIGHWAY,-33.84343,151.21142,36,240,,0.2,0,4.7,1.4,0.7
BRINGELLY,-33.91765,150.76193,53,240,17.7,,0.1,0.2,0.1,1.6
CAMDEN,-34.0417,150.69014,73,240,,0.2,,0,0.5,1.6
CAMPBELLTOWN WEST,-34.06667,150.79554,112,240,,0.2,0.1,0.2,0.5,1.4
CARRINGTON,-32.90972,151.7633,5,240,,,0,0.4,0.2,
CHULLORA,-33.89157,151.04606,32,240,,0,0,0.2,0.4,1.3
COFFS HARBOUR,-30.29831,153.11808,21,240,,0.2,,0.1,0.1,
COOK AND PHILLIP,-33.87247,151.21334,26,240,,0.3,0,0.5,0.7,0.7
EARLWOOD,-33.91618,151.13579,7,240,,,,0.2,0.5,1.3
GOULBURN,-34.73451,149.72421,702,240,,,,0.1,0.3,1.7
GUNNEDAH,-30.98188,150.26067,272,240,,,,0.1,0.3,1.9
KEMBLA GRANGE,-34.47442,150.81916,5,240,,,,0.1,0.1,1.2
LIDCOMBE,-33.88141,151.04678,39,240,,0.2,0,0.1,0.3,1.3
LIVERPOOL,-33.9313,150.9073,22,240,15.6,0.1,0.1,0.3,0.8,1.2
MACQUARIE PARK,-33.76528,151.11777,49,240,,0.3,0.1,0.1,0.1,1.5
MAYFIELD,-32.88506,151.72835,5,240,,,0,0.2,0.1,
MERRIWA,-32.12578,150.4593,406,240,,0,0.5,0.5,0.6,1.1
MUSWELLBROOK,-32.27159,150.88593,145,240,,,0.3,0.5,0.5,
NEWCASTLE,-32.93118,151.75963,5,240,,,,,,
OAKDALE,-34.05171,150.49819,457,240,,,,0,0.2,2
PENRITH,-33.7269,150.7038,27,240,,0.1,0,0.2,0.3,1.3
PORT MACQUARIE,-31.44776,152.87653,73,240,,0.1,0,0,0.1,1.1
RANDWICK,-33.93178,151.2428,28,240,21.2,,0,0,0,1.6
RICHMOND,-33.61644,150.74735,21,240,,,0,0,0,1.4
ROUSE HILL,-33.68276,150.90371,73,240,,0.2,0,0.1,0.3,1.4
ROZELLE,-33.86435,151.16393,22,240,16.7,0.2,0,0.2,0.2,1.4
SINGLETON,-32.55748,151.17688,42,240,,,0,0.1,0.1,
ST MARYS,-33.79516,150.7668,29,240,,,,0.4,0.9,
STOCKTON,-32.90197,151.78427,5,240,,,0.1,0.1,0.1,
WALLSEND,-32.89439,151.67021,8,240,,,,,,
WOLLONGONG,-34.41706,150.88733,15,240,,0.1,0,0,0.2,1.3
WYONG,-33.27897,151.43241,3,240,,,,,,
BARGO,-34.3063,150.5806,365,241,,,0,0,0.1,2.5
BERESFIELD,-32.79679,151.66102,14,241,,,0,0.2,0.3,1.6
BRADFIELD HIGHWAY,-33.84343,151.21142,36,241,,0.3,0.1,5.5,2.5,0.7
BRINGELLY,-33.91765,150.76193,53,241,12,,0.1,,,2.5
CAMDEN,-34.0417,150.69014,73,241,,0.2,,0,0.3,2.5
CAMPBELLTOWN WEST,-34.06667,150.79554,112,241,,0.2,0,0.2,1,2
CARRINGTON,-32.90972,151.7633,5,241,,,0.1,0.6,0.6,
CHULLORA,-33.89157,151.04606,32,241,,0.2,0.1,0.4,1.1,2
COFFS HARBOUR,-30.29831,153.11808,21,241,,0.2,,0.1,0.1,1.5
COOK AND PHILLIP,-33.87247,151.21334,26,241,,0.3,0.1,0.8,1.2,0.8
EARLWOOD,-33.91618,151.13579,7,241,,,,0.3,1.2,1.9
GOULBURN,-34.73451,149.72421,702,241,,,,0,0.3,2.7
GUNNEDAH,-30.98188,150.26067,272,241,,,,0.1,0.1,2.2
KEMBLA GRANGE,-34.47442,150.81916,5,241,,,,0.3,0.4,2.2
LIDCOMBE,-33.88141,151.04678,39,241,,0.3,0.1,0.2,1,2.3
LIVERPOOL,-33.9313,150.9073,22,241,13.9,0,0.1,0.1,1,2.2
MACQUARIE PARK,-33.76528,151.11777,49,241,,0.3,0.2,0.1,0.5,2.2
MAYFIELD,-32.88506,151.72835,5,241,,,0.1,0.2,0.2,
MERRIWA,-32.12578,150.4593,406,241,,-0.1,0.1,0,0.1,2.1
MUSWELLBROOK,-32.27159,150.88593,145,241,,,0.1,0.5,0.7,
NEWCASTLE,-32.93118,151.75963,5,241,,0.3,0.1,0.4,0.6,1.1
OAKDALE,-34.05171,150.49819,457,241,,,,0,0.1,2.4
PENRITH,-33.7269,150.7038,27,241,,0.1,0,,,2.2
PORT MACQUARIE,-31.44776,152.87653,73,241,,0,0,0,0.1,1.1
RANDWICK,-33.93178,151.2428,28,241,26.8,,0.2,0.2,0.4,2
RICHMOND,-33.61644,150.74735,21,241,,,0,0,-0.1,2.3
ROUSE HILL,-33.68276,150.90371,73,241,,0.2,0,0,0.2,2.4
ROZELLE,-33.86435,151.16393,22,241,21.6,0.2,0.1,0.2,0.9,1.8
SINGLETON,-32.55748,151.17688,42,241,,,0.4,0.5,0.7,
ST MARYS,-33.79516,150.7668,29,241,,,,0.1,0.4,2.1
STOCKTON,-32.90197,151.78427,5,241,,,0,0,0.2,
WALLSEND,-32.89439,151.67021,8,241,,,0,0.1,0.4,1.5
WOLLONGONG,-34.41706,150.88733,15,241,,0.2,0,0.2,0.7,1.8
WYONG,-33.27897,151.43241,3,241,,,,,,
BARGO,-34.3063,150.5806,365,242,,,0,,,2
BERESFIELD,-32.79679,151.66102,14,242,,,0.2,0.6,1.1,1.6
BRADFIELD HIGHWAY,-33.84343,151.21142,36,242,,0.3,0.1,4.5,2.5,1
BRINGELLY,-33.91765,150.76193,53,242,15.1,,0.1,,,2
CAMDEN,-34.0417,150.69014,73,242,,0.2,,0.2,0.4,1.8
CAMPBELLTOWN WEST,-34.06667,150.79554,112,242,,0.2,0,1.2,0.9,1.5
CARRINGTON,-32.90972,151.7633,5,242,,,0.1,0.6,1,
CHULLORA,-33.89157,151.04606,32,242,,0.1,0,0.3,0.9,1.9
COFFS HARBOUR,-30.29831,153.11808,21,242,,0.2,,0,0.2,1.8
COOK AND PHILLIP,-33.87247,151.21334,26,242,,,,,,
EARLWOOD,-33.91618,151.13579,7,242,,,,0.6,1.1,1.8
GOULBURN,-34.73451,149.72421,702,242,,,,0,0.2,2.6
GUNNEDAH,-30.98188,150.26067,272,242,,,,0.1,0.3,2.6
KEMBLA GRANGE,-34.47442,150.81916,5,242,,,,0,0.1,2.5
LIDCOMBE,-33.88141,151.04678,39,242,,0.3,0,0.2,0.9,1.9
LIVERPOOL,-33.9313,150.9073,22,242,18.2,0,0,0.6,0.9,1.8
MACQUARIE PARK,-33.76528,151.11777,49,242,,0.3,0,0.2,0.3,2.2
MAYFIELD,-32.88506,151.72835,5,242,,,0.1,0.5,1,
MERRIWA,-32.12578,150.4593,406,242,,0,0,0,0.2,2.5
MUSWELLBROOK,-32.27159,150.88593,145,242,,,0,0.9,0.5,
NEWCASTLE,-32.93118,151.75963,5,242,,0.3,0.1,0.4,0.8,1.7
OAKDALE,-34.05171,150.49819,457,242,,,,,,
PENRITH,-33.7269,150.7038,27,242,,0.2,0,0.2,0.1,2.1
PORT MACQUARIE,-31.44776,152.87653,73,242,,-0.1,0,0.1,0.2,1.6
RANDWICK,-33.93178,151.2428,28,242,20.7,,0,0.4,0.7,2.3
RICHMOND,-33.61644,150.74735,21,242,,,0,0,0.1,2.2
ROUSE HILL,-33.68276,150.90371,73,242,,0.2,0,0,0.3,2.5
ROZELLE,-33.86435,151.16393,22,242,16.4,0.2,0,0.2,0.7,2.3
SINGLETON,-32.55748,151.17688,42,242,,,0.2,1.1,0.8,
ST MARYS,-33.79516,150.7668,29,242,,,,0.3,0.4,1.7
STOCKTON,-32.90197,151.78427,5,242,,,0.2,0.5,1,
WALLSEND,-32.89439,151.67021,8,242,,,0.1,0.4,0.7,1.8
WOLLONGONG,-34.41706,150.88733,15,242,,0.3,0.2,0.2,0.8,2.1
WYONG,-33.27897,151.43241,3,242,,0.2,0,0.1,0.3,2.3
BARGO,-34.3063,150.5806,365,243,,,0,,,1.6
BERESFIELD,-32.79679,151.66102,14,243,,,0,0.1,0,1.6
BRADFIELD HIGHWAY,-33.84343,151.21142,36,243,,0.2,0,3.5,1.7,0.7
BRINGELLY,-33.91765,150.76193,53,243,7.2,,0,0.1,-0.3,1.7
CAMDEN,-34.0417,150.69014,73,243,,0.1,,0.1,0.2,1.7
CAMPBELLTOWN WEST,-34.06667,150.79554,112,243,,0.1,0,0,0.1,1.5
CARRINGTON,-32.90972,151.7633,5,243,,,,,,
CHULLORA,-33.89157,151.04606,32,243,,0,0,0.1,0.2,1.6
COFFS HARBOUR,-30.29831,153.11808,21,243,,0.2,,0,0.2,2.4
COOK AND PHILLIP,-33.87247,151.21334,26,243,,0.2,0,0.2,0.5,0.9
EARLWOOD,-33.91618,151.13579,7,243,,,,0,0.3,1.6
GOULBURN,-34.73451,149.72421,702,243,,,,0,0.1,1.7
GUNNEDAH,-30.98188,150.26067,272,243,,,,0,0,2.7
KEMBLA GRANGE,-34.47442,150.81916,5,243,,,,0,-0.1,1.7
LIDCOMBE,-33.88141,151.04678,39,243,,0.2,0,0.1,0.4,1.5
LIVERPOOL,-33.9313,150.9073,22,243,17.8,0,0,0,0.4,1.5
MACQUARIE PARK,-33.76528,151.11777,49,243,,0.3,0,0.1,0.3,1.4
MAYFIELD,-32.88506,151.72835,5,243,,,-0.1,0,-0.1,
MERRIWA,-32.12578,150.4593,406,243,,0,0.3,0.1,0.5,1.7
MUSWELLBROOK,-32.27159,150.88593,145,243,,,0.2,0.1,0.1,
NEWCASTLE,-32.93118,151.75963,5,243,,0.2,0,0,-0.1,2.1
OAKDALE,-34.05171,150.49819,457,243,,,,0,0.1,1.7
PENRITH,-33.7269,150.7038,27,243,,0.1,0.1,0.3,0.1,1.4
PORT MACQUARIE,-31.44776,152.87653,73,243,,-0.1,0,0,0.2,1.8
RANDWICK,-33.93178,151.2428,28,243,19.9,,0,0,0,1.9
RICHMOND,-33.61644,150.74735,21,243,,,0,0,0,1.5
ROUSE HILL,-33.68276,150.90371,73,243,,0.2,0,0,0.4,1.5
ROZELLE,-33.86435,151.16393,22,243,18.7,0.2,0,0.1,0.3,1.6
SINGLETON,-32.55748,151.17688,42,243,,,0.1,,,
ST MARYS,-33.79516,150.7668,29,243,,,,0.1,0,1.4
STOCKTON,-32.90197,151.78427,5,243,,,0,0,0.1,
WALLSEND,-32.89439,151.67021,8,243,,,0,0,0,1.9
WOLLONGONG,-34.41706,150.88733,15,243,,0.2,0.2,0.1,0.5,1.3
WYONG,-33.27897,151.43241,3,243,,0.1,0,0,0,1.8
BARGO,-34.3063,150.5806,365,244,,,0.1,0,0,1.5
BERESFIELD,-32.79679,151.66102,14,244,,,0.1,0.3,0.5,1.2
BRADFIELD HIGHWAY,-33.84343,151.21142,36,244,,0.2,0,2.1,1.4,0.6
BRINGELLY,-33.91765,150.76193,53,244,11.1,,0.1,0,0,1.7
CAMDEN,-34.0417,150.69014,73,244,,0.2,,-0.1,0.2,2
CAMPBELLTOWN WEST,-34.06667,150.79554,112,244,,0.2,0,0.1,0.3,1.3
CARRINGTON,-32.90972,151.7633,5,244,,,,,,
CHULLORA,-33.89157,151.04606,32,244,,0,0,0.2,0.5,1.4
COFFS HARBOUR,-30.29831,153.11808,21,244,,0.2,,0,0.1,1.8
COOK AND PHILLIP,-33.87247,151.21334,26,244,,0.2,0,0.2,0.6,1
EARLWOOD,-33.91618,151.13579,7,244,,,,0,0.4,1.5
GOULBURN,-34.73451,149.72421,702,244,,,,0,0.2,2.1
GUNNEDAH,-30.98188,150.26067,272,244,,,,0.1,0.1,2.3
KEMBLA GRANGE,-34.47442,150.81916,5,244,,,,0,0.1,1.3
LIDCOMBE,-33.88141,151.04678,39,244,,0.2,0,0.1,0.4,1.4
LIVERPOOL,-33.9313,150.9073,22,244,11.3,0,0,0.1,0.6,1.3
MACQUARIE PARK,-33.76528,151.11777,49,244,,0.3,0,0,0.2,1.2
MAYFIELD,-32.88506,151.72835,5,244,,,0,0.1,0.3,
MERRIWA,-32.12578,150.4593,406,244,,0,0.3,0.2,0.7,1
MUSWELLBROOK,-32.27159,150.88593,145,244,,,0.8,0.6,0.8,
NEWCASTLE,-32.93118,151.75963,5,244,,0.2,0,0,0,1.8
OAKDALE,-34.05171,150.49819,457,244,,,,0,0.1,2
PENRITH,-33.7269,150.7038,27,244,,0.1,0,0.1,0.1,1.8
PORT MACQUARIE,-31.44776,152.87653,73,244,,0,0,0.1,0.2,1.3
RANDWICK,-33.93178,151.2428,28,244,11.8,,0.1,0,0,1.8
RICHMOND,-33.61644,150.74735,21,244,,,0,0,0,1.9
ROUSE HILL,-33.68276,150.90371,73,244,,0.2,0,0,0.3,1.4
ROZELLE,-33.86435,151.16393,22,244,10.3,0.2,0,0.1,0.4,1.5
SINGLETON,-32.55748,151.17688,42,244,,,0.1,0.1,0,
ST MARYS,-33.79516,150.7668,29,244,,,,0.1,0.3,1.5
STOCKTON,-32.90197,151.78427,5,244,,,0,0,0.3,
WALLSEND,-32.89439,151.67021,8,244,,,0,0,0.2,1.5
WOLLONGONG,-34.41706,150.88733,15,244,,0.1,0,0,0.3,1.5
WYONG,-33.27897,151.43241,3,244,,0.1,0,0.1,0.1,1.4
BARGO,-34.3063,150.5806,365,245,,,0,0.2,0.2,1.7
BERESFIELD,-32.79679,151.66102,14,245,,,0,0.3,0.5,1.5
BRADFIELD HIGHWAY,-33.84343,151.21142,36,245,,0.2,0,4.6,2.3,0.6
BRINGELLY,-33.91765,150.76193,53,245,9.4,,0.1,0.2,0.3,1.5
CAMDEN,-34.0417,150.69014,73,245,,0.2,,0.1,0.5,1.8
CAMPBELLTOWN WEST,-34.06667,150.79554,112,245,,0.2,0,0.4,0.9,1.5
CARRINGTON,-32.90972,151.7633,5,245,,,,,,
CHULLORA,-33.89157,151.04606,32,245,,0.1,0,0.9,1.2,1.1
COFFS HARBOUR,-30.29831,153.11808,21,245,,0.3,,0.2,0.5,1.5
COOK AND PHILLIP,-33.87247,151.21334,26,245,,0.3,0,0.4,1,1.4
EARLWOOD,-33.91618,151.13579,7,245,,,,0.3,0.9,1.4
GOULBURN,-34.73451,149.72421,702,245,,,,0.1,0.4,2.3
GUNNEDAH,-30.98188,150.26067,272,245,,,,0.1,0.2,2
KEMBLA GRANGE,-34.47442,150.81916,5,245,,,,0.1,0.2,1.7
LIDCOMBE,-33.88141,151.04678,39,245,,0.3,0,0.8,1,1.4
LIVERPOOL,-33.9313,150.9073,22,245,16.5,0,0,1,1.2,1.1
MACQUARIE PARK,-33.76528,151.11777,49,245,,0.3,0,0.1,0.2,1.5
MAYFIELD,-32.88506,151.72835,5,245,,,0,0.3,0.7,
MERRIWA,-32.12578,150.4593,406,245,,0,0.2,0,0.5,1.7
MUSWELLBROOK,-32.27159,150.88593,145,245,,,0.2,0.3,1,
NEWCASTLE,-32.93118,151.75963,5,245,,0.2,0,0.1,0.3,2
OAKDALE,-34.05171,150.49819,457,245,,,,0,0.2,2.2
PENRITH,-33.7269,150.7038,27,245,,0.1,0.1,0.3,0.6,1.4
PORT MACQUARIE,-31.44776,152.87653,73,245,,0,,0.1,0.4,1.4
RANDWICK,-33.93178,151.2428,28,245,9,,0.1,0,0.2,2.1
RICHMOND,-33.61644,150.74735,21,245,,,0.1,0.1,0.2,1.6
ROUSE HILL,-33.68276,150.90371,73,245,,0.2,0,0.2,0.4,1.6
ROZELLE,-33.86435,151.16393,22,245,9.4,0.2,0,0.4,0.7,1.7
SINGLETON,-32.55748,151.17688,42,245,,,0.1,0.1,0.5,
ST MARYS,-33.79516,150.7668,29,245,,,,0.6,0.7,1
STOCKTON,-32.90197,151.78427,5,245,,,0,0.1,0.3,
WALLSEND,-32.89439,151.67021,8,245,,,0.1,0.1,0.5,1.5
WOLLONGONG,-34.41706,150.88733,15,245,,0.1,0,0.3,0.6,1.6
WYONG,-33.27897,151.43241,3,245,,0.2,0,0.2,0.2,1.6
BARGO,-34.3063,150.5806,365,246,,,,,,
BERESFIELD,-32.79679,151.66102,14,246,,,0.1,0.1,0.4,2.2
BRADFIELD HIGHWAY,-33.84343,151.21142,36,246,,0.1,0,1.8,1.4,1.4
BRINGELLY,-33.91765,150.76193,53,246,4.6,,0.1,,,2.3
CAMDEN,-34.0417,150.69014,73,246,,0.1,,0,0.1,2.4
CAMPBELLTOWN WEST,-34.06667,150.79554,112,246,,0.1,0,0.3,0.5,1.8
CARRINGTON,-32.90972,151.7633,5,246,,,,0.1,0.4,
CHULLORA,-33.89157,151.04606,32,246,,0.1,0,0.5,0.7,1.9
COFFS HARBOUR,-30.29831,153.11808,21,246,,0.2,,0.1,0.3,2
COOK AND PHILLIP,-33.87247,151.21334,26,246,,0.2,0,0.7,1.3,1.5
EARLWOOD,-33.91618,151.13579,7,246,,,,0.4,0.9,1.9
GOULBURN,-34.73451,149.72421,702,246,,,,,,
GUNNEDAH,-30.98188,150.26067,272,246,,,,0,0.1,2.6
KEMBLA GRANGE,-34.47442,150.81916,5,246,,,,0,0,2.4
LIDCOMBE,-33.88141,151.04678,39,246,,0.2,0,0.3,0.7,2
LIVERPOOL,-33.9313,150.9073,22,246,6.9,0,0,0.2,0.6,1.9
MACQUARIE PARK,-33.76528,151.11777,49,246,,0.3,0,0.1,0.4,2.3
MAYFIELD,-32.88506,151.72835,5,246,,,0,0.1,0.3,
MERRIWA,-32.12578,150.4593,406,246,,0,0,0,0.1,2.3
MUSWELLBROOK,-32.27159,150.88593,145,246,,,0,0.1,0.4,
NEWCASTLE,-32.93118,151.75963,5,246,,0.2,0,0,0.2,2.3
OAKDALE,-34.05171,150.49819,457,246,,,,0,0,2.6
PENRITH,-33.7269,150.7038,27,246,,0.1,0,0.2,0.1,2
PORT MACQUARIE,-31.44776,152.87653,73,246,,0,,0.2,0.5,1
RANDWICK,-33.93178,151.2428,28,246,4.8,,0,0.3,0.7,2.1
RICHMOND,-33.61644,150.74735,21,246,,,0,0.1,0.1,2.3
ROUSE HILL,-33.68276,150.90371,73,246,,0.2,0,0,0.2,2.3
ROZELLE,-33.86435,151.16393,22,246,6.6,0.2,0,0.2,0.5,2.1
SINGLETON,-32.55748,151.17688,42,246,,,0,0.1,0.2,
ST MARYS,-33.79516,150.7668,29,246,,,,0.1,0.3,1.9
STOCKTON,-32.90197,151.78427,5,246,,,0.1,0.3,0.9,
WALLSEND,-32.89439,151.67021,8,246,,,0,0,0.2,2.4
WOLLONGONG,-34.41706,150.88733,15,246,,0.1,0,0.2,0.5,2.1
WYONG,-33.27897,151.43241,3,246,,0.1,0,0,0.1,2.5
BARGO,-34.3063,150.5806,365,247,,,0,0.1,0.1,2.1
BERESFIELD,-32.79679,151.66102,14,247,,,0.1,0.4,0.6,2
BRADFIELD HIGHWAY,-33.84343,151.21142,36,247,,0.1,0,3.2,1.7,1.2
BRINGELLY,-33.91765,150.76193,53,247,15.3,,0.1,0.1,0,2.3
CAMDEN,-34.0417,150.69014,73,247,,0.1,,0,0.2,2.6
CAMPBELLTOWN WEST,-34.06667,150.79554,112,247,,0.1,0,0.4,0.6,2
CARRINGTON,-32.90972,151.7633,5,247,,,,0.2,0.4,
CHULLORA,-33.89157,151.04606,32,247,,0,0,0.4,0.6,2
COFFS HARBOUR,-30.29831,153.11808,21,247,,0.2,,0.1,0.2,2.6
COOK AND PHILLIP,-33.87247,151.21334,26,247,,0.2,0,0.3,0.5,1.7
EARLWOOD,-33.91618,151.13579,7,247,,,,0.1,0.5,2.1
GOULBURN,-34.73451,149.72421,702,247,,,,0.2,0,2.4
GUNNEDAH,-30.98188,150.26067,272,247,,,,0.1,0.2,2.8
KEMBLA GRANGE,-34.47442,150.81916,5,247,,,,0,0,2.1
LIDCOMBE,-33.88141,151.04678,39,247,,0.2,0,0.1,0.5,2.1
LIVERPOOL,-33.9313,150.9073,22,247,13,0,0,0.1,0.6,2.1
MACQUARIE PARK,-33.76528,151.11777,49,247,,0.2,0,0,0.3,2.1
MAYFIELD,-32.88506,151.72835,5,247,,,0,0.3,0.6,
MERRIWA,-32.12578,150.4593,406,247,,0,0.1,0,0.2,2.6
MUSWELLBROOK,-32.27159,150.88593,145,247,,,0.2,0.2,0.5,
NEWCASTLE,-32.93118,151.75963,5,247,,0.2,0,0.1,0.3,2.1
OAKDALE,-34.05171,150.49819,457,247,,,,0,0.1,2.5
PENRITH,-33.7269,150.7038,27,247,,0.1,0.1,0.3,0.4,2.1
PORT MACQUARIE,-31.44776,152.87653,73,247,,0,,0.1,0.3,2.3
RANDWICK,-33.93178,151.2428,28,247,16.1,,0,0,0.1,2.3
RICHMOND,-33.61644,150.74735,21,247,,,0,0,0.1,2.5
ROUSE HILL,-33.68276,150.90371,73,247,,0.1,0,0.1,0.3,2.4
ROZELLE,-33.86435,151.16393,22,247,15.3,0.1,0,0.1,0.2,2.3
SINGLETON,-32.55748,151.17688,42,247,,,0.1,0.2,0.4,
ST MARYS,-33.79516,150.7668,29,247,,,,0.1,0.3,1.8
STOCKTON,-32.90197,151.78427,5,247,,,0.1,0.5,0.6,
WALLSEND,-32.89439,151.67021,8,247,,,0,0,0.3,2.2
WOLLONGONG,-34.41706,150.88733,15,247,,0.1,0,0.1,0.4,2.1
WYONG,-33.27897,151.43241,3,247,,0.1,0,0,0.1,2.3
BARGO,-34.3063,150.5806,365,248,,,0.1,0.1,0.2,2.2
BERESFIELD,-32.79679,151.66102,14,248,,,0,0.5,0.2,1.3
BRADFIELD HIGHWAY,-33.84343,151.21142,36,248,,0.1,0.1,2.9,1.6,1
BRINGELLY,-33.91765,150.76193,53,248,22.9,,0.1,0.1,0,2
CAMDEN,-34.0417,150.69014,73,248,,0.1,,0.1,0.3,2.3
CAMPBELLTOWN WEST,-34.06667,150.79554,112,248,,0.1,0.1,1.4,0.5,1.9
CARRINGTON,-32.90972,151.7633,5,248,,,,0.5,0.6,
CHULLORA,-33.89157,151.04606,32,248,,0.1,0.1,1.1,0.7,1.7
COFFS HARBOUR,-30.29831,153.11808,21,248,,0.2,,0.1,0.2,2
COOK AND PHILLIP,-33.87247,151.21334,26,248,,0.2,0.1,0.4,0.6,1.2
EARLWOOD,-33.91618,151.13579,7,248,,,,0.6,0.6,1.6
GOULBURN,-34.73451,149.72421,702,248,,,,0.1,0.2,2.4
GUNNEDAH,-30.98188,150.26067,272,248,,,,0,0.2,2.7
KEMBLA GRANGE,-34.47442,150.81916,5,248,,,,0.2,0.2,2
LIDCOMBE,-33.88141,151.04678,39,248,,0.2,0.1,0.2,0.6,1.9
LIVERPOOL,-33.9313,150.9073,22,248,22.6,0,0.1,0.8,0.6,1.9
MACQUARIE PARK,-33.76528,151.11777,49,248,,0.3,0.1,0.1,0.2,1.9
MAYFIELD,-32.88506,151.72835,5,248,,,0,0.7,0.4,
MERRIWA,-32.12578,150.4593,406,248,,0,0.1,0.1,0.4,2.1
MUSWELLBROOK,-32.27159,150.88593,145,248,,,0.1,0.2,0.6,
NEWCASTLE,-32.93118,151.75963,5,248,,0.2,0,0.3,0.4,1.2
OAKDALE,-34.05171,150.49819,457,248,,,,0,0.1,2.6
PENRITH,-33.7269,150.7038,27,248,,0.2,0.1,0.2,0.2,1.7
PORT MACQUARIE,-31.44776,152.87653,73,248,,0.1,0,0,0.2,1.5
RANDWICK,-33.93178,151.2428,28,248,22.8,,0.1,0.1,0.1,1.9
RICHMOND,-33.61644,150.74735,21,248,,,0.1,0,0.1,1.8
ROUSE HILL,-33.68276,150.90371,73,248,,0.2,0.1,0,0.2,1.9
ROZELLE,-33.86435,151.16393,22,248,22.2,0.2,0.1,0.1,0.4,1.9
SINGLETON,-32.55748,151.17688,42,248,,,0.6,0.4,0.5,
ST MARYS,-33.79516,150.7668,29,248,,,,0.2,0.2,1.6
STOCKTON,-32.90197,151.78427,5,248,,,0,1.1,0.6,
WALLSEND,-32.89439,151.67021,8,248,,,0.2,0.1,0.3,1.4
WOLLONGONG,-34.41706,150.88733,15,248,,0.1,0.1,0.1,0.4,1.8
WYONG,-33.27897,151.43241,3,248,,0.1,0.3,0.1,0.2,1.4
BARGO,-34.3063,150.5806,365,249,,,0,0,-0.1,1.7
BERESFIELD,-32.79679,151.66102,14,249,,,0.1,0,0.1,1.6
BRADFIELD HIGHWAY,-33.84343,151.21142,36,249,,0.1,0,1.3,0.8,1.1
BRINGELLY,-33.91765,150.76193,53,249,11.7,,0.1,0,-0.1,1.8
CAMDEN,-34.0417,150.69014,73,249,,0.1,,0,0.2,1.8
CAMPBELLTOWN WEST,-34.06667,150.79554,112,249,,0.1,0,0,0,1.7
CARRINGTON,-32.90972,151.7633,5,249,,,0,0.1,0,
CHULLORA,-33.89157,151.04606,32,249,,0,0,0,0,1.8
COFFS HARBOUR,-30.29831,153.11808,21,249,,0.2,,0,0,1.9
COOK AND PHILLIP,-33.87247,151.21334,26,249,,0.1,,0.1,0.2,1.3
EARLWOOD,-33.91618,151.13579,7,249,,,,-0.1,0.1,1.7
GOULBURN,-34.73451,149.72421,702,249,,,,0.1,0,1.7
GUNNEDAH,-30.98188,150.26067,272,249,,,,0,0,2.7
