"Site","Lat.South","Long.East","Alt.AHD","Date","PM10.24h.mcrg.m3","CO.24h.ppm","SO2.24h.pphm","NO.24h.pphm","NO2.24h.pphm","OZONE.24h.pphm.1"
"GOULBURN",-34.73451,149.72421,702,172,NA,NA,NA,-0.1,0,2.5
"GUNNEDAH",-30.98188,150.26067,272,172,NA,NA,NA,0.7,0.3,2.3
"KATOOMBA",-33.71028,150.29959,1046,172,NA,NA,NA,NA,NA,NA
"KEMBLA GRANGE",-34.47442,150.81916,5,172,NA,NA,NA,0.3,0.2,2.1
"LIDCOMBE",-33.88141,151.04678,39,172,NA,0.2,0,0.3,0.7,2.1
"LINDFIELD",-33.78113,151.1509,60,172,NA,NA,NA,NA,NA,NA
"LIVERPOOL",-33.9313,150.9073,22,172,10.8,0.1,0,1.3,0.8,1.9
"LIVERPOOL SWAQS",-33.91889,150.93252,12,172,NA,NA,NA,NA,NA,NA
"MACARTHUR",-34.07087,150.78218,104,172,NA,NA,NA,NA,NA,NA
"MACQUARIE PARK",-33.76528,151.11777,49,172,NA,0.2,0,0.1,0.3,2.6
"MAYFIELD",-32.88506,151.72835,5,172,NA,NA,0,0.3,0.5,NA
"MERRIWA",-32.12578,150.4593,406,172,NA,0,0,0,0,NA
"MORISSET",-33.10805,151.55254,51,172,NA,NA,NA,NA,NA,NA
"MUSWELLBROOK",-32.27159,150.88593,145,172,NA,NA,0,0.1,0.3,NA
"NEWCASTLE",-32.93118,151.75963,5,172,NA,0.1,0,0.1,0.3,2.4
"OAKDALE",-34.05171,150.49819,457,172,NA,NA,NA,0,0,2.8
"ORANGE",-33.27442,149.09439,871,172,NA,NA,NA,NA,NA,NA
"PENRITH",-33.7269,150.7038,27,172,NA,0.1,0,0.2,0.1,2.5
"PORT MACQUARIE",-31.44776,152.87653,73,172,NA,0.1,0.1,0.1,0.5,2.3
"RANDWICK",-33.93178,151.2428,28,172,7.5,NA,0,0.2,0.5,2.2
"RICHMOND",-33.61644,150.74735,21,172,NA,NA,0,0,-0.1,2.9
"ROUSE HILL",-33.68276,150.90371,73,172,NA,0.1,0,0,0.1,2.7
"ROZELLE",-33.86435,151.16393,22,172,9,0.1,0,0.1,0.4,2.4
"SINGLETON",-32.55748,151.17688,42,172,NA,NA,0,0.1,0.3,NA
"ST MARYS",-33.79516,150.7668,29,172,NA,NA,NA,0.1,0.2,2.4
"STOCKTON",-32.90197,151.78427,5,172,NA,NA,-0.1,0.4,1,NA
"TAMWORTH",-31.10991,150.9145,405,172,NA,NA,NA,NA,NA,NA
"VINEYARD",-33.65623,150.84768,35,172,NA,NA,NA,NA,NA,NA
"WALLSEND",-32.89439,151.67021,8,172,NA,NA,0.1,0,0.2,2.5
"WOLLONGONG",-34.41706,150.88733,15,172,NA,0.1,0,0.6,0.6,2
"WYONG",-33.27897,151.43241,3,172,NA,0.1,0,0,0.2,2.6
"ALBURY",-36.05183,146.9398,182,173,NA,NA,NA,NA,NA,NA
"BARGO",-34.3063,150.5806,365,173,NA,NA,0,0,0,2.8
"BATHURST",-33.40192,149.57459,625,173,NA,NA,NA,NA,NA,NA
"BERESFIELD",-32.79679,151.66102,14,173,NA,NA,0.1,0.4,0.8,2.1
"BRADFIELD HIGHWAY",-33.84343,151.21142,36,173,NA,0.1,0,2.3,2,1.8
"BRINGELLY",-33.91765,150.76193,53,173,9,NA,0,0.1,0,2.7
"CAMDEN",-34.0417,150.69014,73,173,NA,0.1,NA,0,0.1,2.8
"CAMPBELLTOWN WEST",-34.06667,150.79554,112,173,NA,0.1,0,0.2,0.6,2.4
"CARRINGTON",-32.90972,151.7633,5,173,NA,NA,-0.1,0.1,0.7,NA
"CHULLORA",-33.89157,151.04606,32,173,NA,0,0,0.1,0.4,2.6
"COFFS HARBOUR",-30.29831,153.11808,21,173,NA,0.2,NA,0,0.2,2.7
"COOK AND PHILLIP",-33.87247,151.21334,26,173,NA,0.2,0,0.6,1.5,1.9
"EARLWOOD",-33.91618,151.13579,7,173,NA,NA,NA,0.3,0.8,2.4
"GOULBURN",-34.73451,149.72421,702,173,NA,NA,NA,0,0.2,2.6
"GUNNEDAH",-30.98188,150.26067,272,173,NA,NA,NA,0.5,0.3,2
"KATOOMBA",-33.71028,150.29959,1046,173,NA,NA,NA,NA,NA,NA
"KEMBLA GRANGE",-34.47442,150.81916,5,173,NA,NA,NA,-0.1,0,2.8
"LIDCOMBE",-33.88141,151.04678,39,173,NA,0.2,0,0,0.5,2.6
"LINDFIELD",-33.78113,151.1509,60,173,NA,NA,NA,NA,NA,NA
"LIVERPOOL",-33.9313,150.9073,22,173,11.6,0,0,0.3,0.7,2.3
"LIVERPOOL SWAQS",-33.91889,150.93252,12,173,NA,NA,NA,NA,NA,NA
"MACARTHUR",-34.07087,150.78218,104,173,NA,NA,NA,NA,NA,NA
"MACQUARIE PARK",-33.76528,151.11777,49,173,NA,0.2,0,0,0.3,2.6
"MAYFIELD",-32.88506,151.72835,5,173,NA,NA,0,0.4,0.8,NA
"MERRIWA",-32.12578,150.4593,406,173,NA,0,0,0,0.1,2.7
"MORISSET",-33.10805,151.55254,51,173,NA,NA,NA,NA,NA,NA
"MUSWELLBROOK",-32.27159,150.88593,145,173,NA,NA,-0.1,1.4,0.8,NA
"NEWCASTLE",-32.93118,151.75963,5,173,NA,0.1,0.1,0.1,0.4,2.6
"OAKDALE",-34.05171,150.49819,457,173,NA,NA,NA,0,0,2.9
"ORANGE",-33.27442,149.09439,871,173,NA,NA,NA,NA,NA,NA
"PENRITH",-33.7269,150.7038,27,173,NA,0.1,0,0.1,0.3,2.2
"PORT MACQUARIE",-31.44776,152.87653,73,173,NA,0.1,0,0.1,0.4,2.3
"RANDWICK",-33.93178,151.2428,28,173,11.1,NA,0,0,0.4,2.7
"RICHMOND",-33.61644,150.74735,21,173,NA,NA,0,0,0.1,2.5
"ROUSE HILL",-33.68276,150.90371,73,173,NA,0.1,0,0,0.2,2.7
"ROZELLE",-33.86435,151.16393,22,173,10.3,0.1,0,0.1,0.6,2.6
"SINGLETON",-32.55748,151.17688,42,173,NA,NA,0.2,0.2,0.8,NA
"ST MARYS",-33.79516,150.7668,29,173,NA,NA,NA,0.3,0.5,1.8
"STOCKTON",-32.90197,151.78427,5,173,NA,NA,0.2,0.3,0.8,NA
"TAMWORTH",-31.10991,150.9145,405,173,NA,NA,NA,NA,NA,NA
"VINEYARD",-33.65623,150.84768,35,173,NA,NA,NA,NA,NA,NA
"WALLSEND",-32.89439,151.67021,8,173,NA,NA,0.1,0.1,0.6,2.4
"WOLLONGONG",-34.41706,150.88733,15,173,NA,0.1,0,0,0.2,2.9
"WYONG",-33.27897,151.43241,3,173,NA,0.1,0,0,0.2,2.3
"ALBURY",-36.05183,146.9398,182,174,NA,NA,NA,NA,NA,NA
"BARGO",-34.3063,150.5806,365,174,NA,NA,0,0,0.2,2.7
"BATHURST",-33.40192,149.57459,625,174,NA,NA,NA,NA,NA,NA
"BERESFIELD",-32.79679,151.66102,14,174,NA,NA,0.1,0.5,0.8,2.2
"BRADFIELD HIGHWAY",-33.84343,151.21142,36,174,NA,0.1,0.1,1.7,1.8,1.9
"BRINGELLY",-33.91765,150.76193,53,174,15,NA,0.1,0,0.1,2.3
"CAMDEN",-34.0417,150.69014,73,174,NA,0.2,NA,-0.1,0.3,2.4
"CAMPBELLTOWN WEST",-34.06667,150.79554,112,174,NA,0.1,0,0.1,0.6,2.2
"CARRINGTON",-32.90972,151.7633,5,174,NA,NA,0.1,0.7,1,NA
"CHULLORA",-33.89157,151.04606,32,174,NA,0.1,0.1,0.2,0.7,2.4
"COFFS HARBOUR",-30.29831,153.11808,21,174,NA,0.2,NA,0,0.1,2.9
"COOK AND PHILLIP",-33.87247,151.21334,26,174,NA,0.2,0.1,0.3,1.2,2.1
"EARLWOOD",-33.91618,151.13579,7,174,NA,NA,NA,0.5,0.9,2.2
"GOULBURN",-34.73451,149.72421,702,174,NA,NA,NA,0.2,0.3,2
"GUNNEDAH",-30.98188,150.26067,272,174,NA,NA,NA,0.2,0.2,2.6
"KATOOMBA",-33.71028,150.29959,1046,174,NA,NA,NA,NA,NA,NA
"KEMBLA GRANGE",-34.47442,150.81916,5,174,NA,NA,NA,0,0.2,2.8
"LIDCOMBE",-33.88141,151.04678,39,174,NA,0.2,0,0.1,0.8,2.4
"LINDFIELD",-33.78113,151.1509,60,174,NA,NA,NA,NA,NA,NA
"LIVERPOOL",-33.9313,150.9073,22,174,21.2,0.1,0,0.9,0.9,2
"LIVERPOOL SWAQS",-33.91889,150.93252,12,174,NA,NA,NA,NA,NA,NA
"MACARTHUR",-34.07087,150.78218,104,174,NA,NA,NA,NA,NA,NA
"MACQUARIE PARK",-33.76528,151.11777,49,174,NA,0.2,0,0,0.2,2.7
"MAYFIELD",-32.88506,151.72835,5,174,NA,NA,0.1,0.8,1.1,NA
"MERRIWA",-32.12578,150.4593,406,174,NA,0,0,0,0,3.2
"MORISSET",-33.10805,151.55254,51,174,NA,NA,NA,NA,NA,NA
"MUSWELLBROOK",-32.27159,150.88593,145,174,NA,NA,NA,1,0.9,NA
"NEWCASTLE",-32.93118,151.75963,5,174,NA,0.2,0.1,0.6,0.7,2.5
"OAKDALE",-34.05171,150.49819,457,174,NA,NA,NA,0,0.1,3
"ORANGE",-33.27442,149.09439,871,174,NA,NA,NA,NA,NA,NA
"PENRITH",-33.7269,150.7038,27,174,NA,0.2,0.1,0.2,0.5,2.2
"PORT MACQUARIE",-31.44776,152.87653,73,174,NA,0.2,0,0,0.2,2.5
"RANDWICK",-33.93178,151.2428,28,174,19.6,NA,0.1,0.1,0.5,2.6
"RICHMOND",-33.61644,150.74735,21,174,NA,NA,0,0,0.2,2.4
"ROUSE HILL",-33.68276,150.90371,73,174,NA,0.1,0,0,0.1,3
"ROZELLE",-33.86435,151.16393,22,174,15.7,0.2,0.1,0.1,0.6,2.6
"SINGLETON",-32.55748,151.17688,42,174,NA,NA,0.1,0.2,0.4,NA
"ST MARYS",-33.79516,150.7668,29,174,NA,NA,NA,0,0.3,2.1
"STOCKTON",-32.90197,151.78427,5,174,NA,NA,0,1.3,1.1,NA
"TAMWORTH",-31.10991,150.9145,405,174,NA,NA,NA,NA,NA,NA
"VINEYARD",-33.65623,150.84768,35,174,NA,NA,NA,NA,NA,NA
"WALLSEND",-32.89439,151.67021,8,174,NA,NA,0.2,0.1,0.6,2.3
"WOLLONGONG",-34.41706,150.88733,15,174,NA,0.2,0.1,0.1,0.6,2.7
"WYONG",-33.27897,151.43241,3,174,NA,0.1,0.1,0,0.2,2.6
"ALBURY",-36.05183,146.9398,182,175,NA,NA,NA,NA,NA,NA
"BARGO",-34.3063,150.5806,365,175,NA,NA,0,0.6,0.9,2.2
"BATHURST",-33.40192,149.57459,625,175,NA,NA,NA,NA,NA,NA
"BERESFIELD",-32.79679,151.66102,14,175,NA,NA,0.3,0.9,0.8,2.3
"BRADFIELD HIGHWAY",-33.84343,151.21142,36,175,NA,0.2,0.1,4.5,2.5,1.1
"BRINGELLY",-33.91765,150.76193,53,175,20.9,NA,0.1,0,0.3,2.6
"CAMDEN",-34.0417,150.69014,73,175,NA,0.1,NA,0,0.5,2.8
"CAMPBELLTOWN WEST",-34.06667,150.79554,112,175,NA,0.2,0,0.7,1,2.4
"CARRINGTON",-32.90972,151.7633,5,175,NA,NA,0,0.2,0.6,NA
"CHULLORA",-33.89157,151.04606,32,175,NA,0,0,0.3,0.8,2.4
"COFFS HARBOUR",-30.29831,153.11808,21,175,NA,0.2,NA,0.1,0.3,2.4
"COOK AND PHILLIP",-33.87247,151.21334,26,175,NA,0.2,0,0.4,0.9,2.3
"EARLWOOD",-33.91618,151.13579,7,175,NA,NA,NA,0,0.6,2.7
"GOULBURN",-34.73451,149.72421,702,175,NA,NA,NA,0,0.3,2.7
"GUNNEDAH",-30.98188,150.26067,272,175,NA,NA,NA,0.2,0.3,2.7
"KATOOMBA",-33.71028,150.29959,1046,175,NA,NA,NA,NA,NA,NA
"KEMBLA GRANGE",-34.47442,150.81916,5,175,NA,NA,NA,0.1,0.3,2.2
"LIDCOMBE",-33.88141,151.04678,39,175,NA,0.2,0,0.1,0.6,2.6
"LINDFIELD",-33.78113,151.1509,60,175,NA,NA,NA,NA,NA,NA
"LIVERPOOL",-33.9313,150.9073,22,175,21.4,0,0,0.4,1.1,2.4
"LIVERPOOL SWAQS",-33.91889,150.93252,12,175,NA,NA,NA,NA,NA,NA
"MACARTHUR",-34.07087,150.78218,104,175,NA,NA,NA,NA,NA,NA
"MACQUARIE PARK",-33.76528,151.11777,49,175,NA,0.3,0,0.1,0.4,2.8
"MAYFIELD",-32.88506,151.72835,5,175,NA,NA,0,0.3,0.9,NA
"MERRIWA",-32.12578,150.4593,406,175,NA,0.1,0.3,0.1,0.5,2.9
"MORISSET",-33.10805,151.55254,51,175,NA,NA,NA,NA,NA,NA
"MUSWELLBROOK",-32.27159,150.88593,145,175,NA,NA,0.1,2.4,1.1,NA
"NEWCASTLE",-32.93118,151.75963,5,175,NA,0.2,0,0.1,0.2,2.6
"OAKDALE",-34.05171,150.49819,457,175,NA,NA,NA,0,0.2,3.3
"ORANGE",-33.27442,149.09439,871,175,NA,NA,NA,NA,NA,NA
"PENRITH",-33.7269,150.7038,27,175,NA,0.2,0,0.2,0.6,2.8
"PORT MACQUARIE",-31.44776,152.87653,73,175,NA,0.1,0,0.1,0.2,1.8
"RANDWICK",-33.93178,151.2428,28,175,18,NA,0.1,0,-0.1,3.2
"RICHMOND",-33.61644,150.74735,21,175,NA,NA,0,0,0.1,3.3
"ROUSE HILL",-33.68276,150.90371,73,175,NA,0.2,0.1,0.1,0.6,2.9
"ROZELLE",-33.86435,151.16393,22,175,17.4,0.2,0,0.1,0.5,2.7
"SINGLETON",-32.55748,151.17688,42,175,NA,NA,0.1,0.2,0.5,NA
"ST MARYS",-33.79516,150.7668,29,175,NA,NA,NA,0.1,0.5,2.5
"STOCKTON",-32.90197,151.78427,5,175,NA,NA,NA,0.2,0.4,NA
"TAMWORTH",-31.10991,150.9145,405,175,NA,NA,NA,NA,NA,NA
"VINEYARD",-33.65623,150.84768,35,175,NA,NA,NA,NA,NA,NA
"WALLSEND",-32.89439,151.67021,8,175,NA,NA,0.1,0.1,0.6,2.5
"WOLLONGONG",-34.41706,150.88733,15,175,NA,0.2,0,0,0.6,2.5
"WYONG",-33.27897,151.43241,3,175,NA,0.1,0.1,0.1,0.3,2.6
"ALBURY",-36.05183,146.9398,182,176,NA,NA,NA,NA,NA,NA
"BARGO",-34.3063,150.5806,365,176,NA,NA,0,1,0.6,2.4
"BATHURST",-33.40192,149.57459,625,176,NA,NA,NA,NA,NA,NA
"BERESFIELD",-32.79679,151.66102,14,176,NA,NA,0.1,1.2,0.8,2.2
"BRADFIELD HIGHWAY",-33.84343,151.21142,36,176,NA,NA,0.1,4.7,2.9,1
"BRINGELLY",-33.91765,150.76193,53,176,21.6,NA,0.1,0.4,0.2,2.6
"CAMDEN",-34.0417,150.69014,73,176,NA,0.1,NA,0.2,0.4,2.6
"CAMPBELLTOWN WEST",-34.06667,150.79554,112,176,NA,0.2,0,0.8,0.7,2.6
"CARRINGTON",-32.90972,151.7633,5,176,NA,NA,0.1,1.1,0.8,NA
"CHULLORA",-33.89157,151.04606,32,176,NA,0.1,0.1,1.5,1,2.3
"COFFS HARBOUR",-30.29831,153.11808,21,176,NA,0.2,NA,0.1,0.3,2.1
"COOK AND PHILLIP",-33.87247,151.21334,26,176,NA,0.2,0.1,0.9,1.4,2
"EARLWOOD",-33.91618,151.13579,7,176,NA,NA,NA,1.2,1.1,2.3
"GOULBURN",-34.73451,149.72421,702,176,NA,NA,NA,0.1,0.2,2.3
"GUNNEDAH",-30.98188,150.26067,272,176,NA,NA,NA,0.3,0.3,2.9
"KATOOMBA",-33.71028,150.29959,1046,176,NA,NA,NA,NA,NA,NA
"KEMBLA GRANGE",-34.47442,150.81916,5,176,NA,NA,NA,0.3,0.6,2.7
"LIDCOMBE",-33.88141,151.04678,39,176,NA,0.2,0,1.1,1,2.5
"LINDFIELD",-33.78113,151.1509,60,176,NA,NA,NA,NA,NA,NA
"LIVERPOOL",-33.9313,150.9073,22,176,24.4,0.1,0,1.3,1,2.5
"LIVERPOOL SWAQS",-33.91889,150.93252,12,176,NA,NA,NA,NA,NA,NA
"MACARTHUR",-34.07087,150.78218,104,176,NA,NA,NA,NA,NA,NA
"MACQUARIE PARK",-33.76528,151.11777,49,176,NA,0.3,0.1,0.2,0.3,2.8
"MAYFIELD",-32.88506,151.72835,5,176,NA,NA,0.3,1.3,1.1,NA
"MERRIWA",-32.12578,150.4593,406,176,NA,0,0.1,0,0.2,3.7
"MORISSET",-33.10805,151.55254,51,176,NA,NA,NA,NA,NA,NA
"MUSWELLBROOK",-32.27159,150.88593,145,176,NA,NA,0.1,1.2,1.2,NA
"NEWCASTLE",-32.93118,151.75963,5,176,NA,0.2,0.3,0.6,0.6,2.2
"OAKDALE",-34.05171,150.49819,457,176,NA,NA,NA,0,0.1,3.3
"ORANGE",-33.27442,149.09439,871,176,NA,NA,NA,NA,NA,NA
"PENRITH",-33.7269,150.7038,27,176,NA,0.2,0.1,0.5,0.6,2.6
"PORT MACQUARIE",-31.44776,152.87653,73,176,NA,0.1,0,0,0.1,2.3
"RANDWICK",-33.93178,151.2428,28,176,22.2,NA,0.1,0.6,0.6,2.4
"RICHMOND",-33.61644,150.74735,21,176,NA,NA,0,0.1,0.2,3.4
"ROUSE HILL",-33.68276,150.90371,73,176,NA,0.2,0,0.1,0.5,2.9
"ROZELLE",-33.86435,151.16393,22,176,21.5,0.2,0.1,0.4,0.9,2.6
"SINGLETON",-32.55748,151.17688,42,176,NA,NA,0.1,0.7,0.6,NA
"ST MARYS",-33.79516,150.7668,29,176,NA,NA,NA,0.3,0.5,2.5
"STOCKTON",-32.90197,151.78427,5,176,NA,NA,NA,0.9,0.8,NA
"TAMWORTH",-31.10991,150.9145,405,176,NA,NA,NA,NA,NA,NA
"VINEYARD",-33.65623,150.84768,35,176,NA,NA,NA,NA,NA,NA
"WALLSEND",-32.89439,151.67021,8,176,NA,NA,0.2,0.5,0.7,2.2
"WOLLONGONG",-34.41706,150.88733,15,176,NA,0.2,0.1,0.3,0.9,2.7
"WYONG",-33.27897,151.43241,3,176,NA,0.1,0,0.1,0.2,2.4
"ALBURY",-36.05183,146.9398,182,177,NA,NA,NA,NA,NA,NA
"BARGO",-34.3063,150.5806,365,177,NA,NA,0,0,0.3,2.5
"BATHURST",-33.40192,149.57459,625,177,NA,NA,NA,NA,NA,NA
"BERESFIELD",-32.79679,151.66102,14,177,NA,NA,0.1,0.3,0.7,2.3
"BRADFIELD HIGHWAY",-33.84343,151.21142,36,177,NA,NA,NA,NA,NA,NA
"BRINGELLY",-33.91765,150.76193,53,177,21.3,NA,0.1,0.1,0.1,2.5
"CAMDEN",-34.0417,150.69014,73,177,NA,NA,NA,NA,NA,NA
"CAMPBELLTOWN WEST",-34.06667,150.79554,112,177,NA,0.2,0,0.5,0.8,2.2
"CARRINGTON",-32.90972,151.7633,5,177,NA,NA,0,0,-0.1,NA
"CHULLORA",-33.89157,151.04606,32,177,NA,0,0,0.1,0.7,2.2
"COFFS HARBOUR",-30.29831,153.11808,21,177,NA,0.2,NA,0.2,0.3,2.2
"COOK AND PHILLIP",-33.87247,151.21334,26,177,NA,0.2,0,0.2,0.7,2.2
"EARLWOOD",-33.91618,151.13579,7,177,NA,NA,NA,0,0.5,2.6
"GOULBURN",-34.73451,149.72421,702,177,NA,NA,NA,0.1,0.2,2.9
"GUNNEDAH",-30.98188,150.26067,272,177,NA,NA,NA,0.2,0.4,2.9
"KATOOMBA",-33.71028,150.29959,1046,177,NA,NA,NA,NA,NA,NA
"KEMBLA GRANGE",-34.47442,150.81916,5,177,NA,NA,NA,0,0.1,2.4
"LIDCOMBE",-33.88141,151.04678,39,177,NA,0.2,0,0.1,0.8,2.2
"LINDFIELD",-33.78113,151.1509,60,177,NA,NA,NA,NA,NA,NA
"LIVERPOOL",-33.9313,150.9073,22,177,26.2,0,0,0.3,1,2.2
"LIVERPOOL SWAQS",-33.91889,150.93252,12,177,NA,NA,NA,NA,NA,NA
"MACARTHUR",-34.07087,150.78218,104,177,NA,NA,NA,NA,NA,NA
"MACQUARIE PARK",-33.76528,151.11777,49,177,NA,0.3,0,0,0.4,2.6
"MAYFIELD",-32.88506,151.72835,5,177,NA,NA,0,0.2,0.6,NA
"MERRIWA",-32.12578,150.4593,406,177,NA,0,0.5,0.1,0.8,2.8
"MORISSET",-33.10805,151.55254,51,177,NA,NA,NA,NA,NA,NA
"MUSWELLBROOK",-32.27159,150.88593,145,177,NA,NA,0.2,0,0.6,NA
"NEWCASTLE",-32.93118,151.75963,5,177,NA,0.2,0,0,-0.1,2.9
"OAKDALE",-34.05171,150.49819,457,177,NA,NA,NA,0,0.1,3.1
"ORANGE",-33.27442,149.09439,871,177,NA,NA,NA,NA,NA,NA
"PENRITH",-33.7269,150.7038,27,177,NA,0.1,0.1,0.2,0.4,2.7
"PORT MACQUARIE",-31.44776,152.87653,73,177,NA,0.1,0,0.1,0.5,1.7
"RANDWICK",-33.93178,151.2428,28,177,23,NA,0,0,-0.1,3
"RICHMOND",-33.61644,150.74735,21,177,NA,NA,0,0,0.1,3.2
"ROUSE HILL",-33.68276,150.90371,73,177,NA,NA,NA,NA,NA,NA
"ROZELLE",-33.86435,151.16393,22,177,22.3,0.1,0,0,0.5,2.7
"SINGLETON",-32.55748,151.17688,42,177,NA,NA,0.1,0.2,0.3,NA
"ST MARYS",-33.79516,150.7668,29,177,NA,NA,NA,0.1,0.5,2.4
"STOCKTON",-32.90197,151.78427,5,177,NA,NA,NA,0,0.1,NA
"TAMWORTH",-31.10991,150.9145,405,177,NA,NA,NA,NA,NA,NA
"VINEYARD",-33.65623,150.84768,35,177,NA,NA,NA,NA,NA,NA
"WALLSEND",-32.89439,151.67021,8,177,NA,NA,0.1,0,0.3,2.7
"WOLLONGONG",-34.41706,150.88733,15,177,NA,0.1,0,0,0.4,2.6
"WYONG",-33.27897,151.43241,3,177,NA,0.1,0,0,0.2,2.7
"ALBURY",-36.05183,146.9398,182,178,NA,NA,NA,NA,NA,NA
"BARGO",-34.3063,150.5806,365,178,NA,NA,0,0.5,0.8,2.5
"BATHURST",-33.40192,149.57459,625,178,NA,NA,NA,NA,NA,NA
"BERESFIELD",-32.79679,151.66102,14,178,NA,NA,0.2,0.9,1,1.7
"BRADFIELD HIGHWAY",-33.84343,151.21142,36,178,NA,NA,NA,NA,NA,NA
"BRINGELLY",-33.91765,150.76193,53,178,24.9,NA,0.1,0.3,0.5,2.3
"CAMDEN",-34.0417,150.69014,73,178,NA,0.2,NA,0.3,0.8,2.4
"CAMPBELLTOWN WEST",-34.06667,150.79554,112,178,NA,0.3,0.1,2.5,1.6,1.9
"CARRINGTON",-32.90972,151.7633,5,178,NA,NA,0,0.5,0.7,NA
"CHULLORA",-33.89157,151.04606,32,178,NA,0.1,0.1,1.2,1.3,1.9
"COFFS HARBOUR",-30.29831,153.11808,21,178,NA,0.2,NA,0.1,0.2,2.6
"COOK AND PHILLIP",-33.87247,151.21334,26,178,NA,0.3,0.1,0.8,1.8,1.3
"EARLWOOD",-33.91618,151.13579,7,178,NA,NA,NA,0.6,1.4,1.9
"GOULBURN",-34.73451,149.72421,702,178,NA,NA,NA,0.1,0.3,2.7
"GUNNEDAH",-30.98188,150.26067,272,178,NA,NA,NA,0.4,0.5,2.5
"KATOOMBA",-33.71028,150.29959,1046,178,NA,NA,NA,NA,NA,NA
"KEMBLA GRANGE",-34.47442,150.81916,5,178,NA,NA,NA,NA,NA,NA
"LIDCOMBE",-33.88141,151.04678,39,178,NA,0.2,0.1,0.9,1.2,2.1
"LINDFIELD",-33.78113,151.1509,60,178,NA,NA,NA,NA,NA,NA
"LIVERPOOL",-33.9313,150.9073,22,178,30.5,0.1,0.1,1.9,1.7,1.9
"LIVERPOOL SWAQS",-33.91889,150.93252,12,178,NA,NA,NA,NA,NA,NA
"MACARTHUR",-34.07087,150.78218,104,178,NA,NA,NA,NA,NA,NA
"MACQUARIE PARK",-33.76528,151.11777,49,178,NA,0.3,0.1,0.1,0.5,2.2
"MAYFIELD",-32.88506,151.72835,5,178,NA,NA,0.1,1.1,0.9,NA
"MERRIWA",-32.12578,150.4593,406,178,NA,0,0.1,0,0.3,2.8
"MORISSET",-33.10805,151.55254,51,178,NA,NA,NA,NA,NA,NA
"MUSWELLBROOK",-32.27159,150.88593,145,178,NA,NA,0,0.4,1.1,NA
"NEWCASTLE",-32.93118,151.75963,5,178,NA,0.3,0.1,0.2,0.5,2.2
"OAKDALE",-34.05171,150.49819,457,178,NA,NA,NA,0,0.1,3.2
"ORANGE",-33.27442,149.09439,871,178,NA,NA,NA,NA,NA,NA
"PENRITH",-33.7269,150.7038,27,178,NA,0.1,0.1,0.1,0.4,2.6
"PORT MACQUARIE",-31.44776,152.87653,73,178,NA,0.1,0,0,0.3,2.3
"RANDWICK",-33.93178,151.2428,28,178,23.5,NA,0.3,0.3,0.6,2.3
"RICHMOND",-33.61644,150.74735,21,178,NA,NA,0.1,0,0.2,2.8
"ROUSE HILL",-33.68276,150.90371,73,178,NA,0.2,0.1,0,0.4,2.6
"ROZELLE",-33.86435,151.16393,22,178,23.9,0.2,0.2,0.2,1,2.1
"SINGLETON",-32.55748,151.17688,42,178,NA,NA,0.3,0.3,0.7,NA
"ST MARYS",-33.79516,150.7668,29,178,NA,NA,NA,0.2,0.5,2.1
"STOCKTON",-32.90197,151.78427,5,178,NA,NA,NA,0.7,0.6,NA
"TAMWORTH",-31.10991,150.9145,405,178,NA,NA,NA,NA,NA,NA
"VINEYARD",-33.65623,150.84768,35,178,NA,NA,NA,NA,NA,NA
"WALLSEND",-32.89439,151.67021,8,178,NA,NA,0.2,0.3,0.7,2.2
"WOLLONGONG",-34.41706,150.88733,15,178,NA,0.2,0.1,0.1,0.9,2.6
"WYONG",-33.27897,151.43241,3,178,NA,0.1,0.3,0.1,0.6,1.8
"ALBURY",-36.05183,146.9398,182,179,NA,NA,NA,NA,NA,NA
"BARGO",-34.3063,150.5806,365,179,NA,NA,0,0,0.3,2.2
"BATHURST",-33.40192,149.57459,625,179,NA,NA,NA,NA,NA,NA
"BERESFIELD",-32.79679,151.66102,14,179,NA,NA,0.1,NA,NA,2.3
"BRADFIELD HIGHWAY",-33.84343,151.21142,36,179,NA,0.3,NA,4.2,2.5,0.9
"BRINGELLY",-33.91765,150.76193,53,179,18.5,NA,0.1,0.2,0.2,2
"CAMDEN",-34.0417,150.69014,73,179,NA,0.1,NA,0,0.5,2.2
"CAMPBELLTOWN WEST",-34.06667,150.79554,112,179,NA,0.2,0,0.5,0.6,2.1
"CARRINGTON",-32.90972,151.7633,5,179,NA,NA,0.1,0.4,0.6,NA
"CHULLORA",-33.89157,151.04606,32,179,NA,NA,NA,NA,NA,NA
"COFFS HARBOUR",-30.29831,153.11808,21,179,NA,0.3,NA,0.1,0.3,2.9
"COOK AND PHILLIP",-33.87247,151.21334,26,179,NA,0.2,0,0.2,0.9,1.7
"EARLWOOD",-33.91618,151.13579,7,179,NA,NA,NA,0.1,0.6,2.2
"GOULBURN",-34.73451,149.72421,702,179,NA,NA,NA,0.1,0.3,2.7
"GUNNEDAH",-30.98188,150.26067,272,179,NA,NA,NA,0.7,0.6,2.3
"KATOOMBA",-33.71028,150.29959,1046,179,NA,NA,NA,NA,NA,NA
"KEMBLA GRANGE",-34.47442,150.81916,5,179,NA,NA,NA,NA,NA,2.4
"LIDCOMBE",-33.88141,151.04678,39,179,NA,0.2,0,0.2,0.8,2
